photoID,attribution
2594c,Anatoly Skryabin
2594b,Gennady Komkov
2592c,Anatoly Skryabin
2592b,Cheryl Stevens
2591b,Betty Terry
2587b,Lyndon Lyon
2585b,AVSA
2579b,Iris Keating
2576b,Janet Riemer
2575b,Tea Gallela
2573c,Vicky VanPatten
2573b,Tea Gallela
2569c,Marjorie Bullard
2569b,Barb Werness
2567b,Lenka Vitov�
2566b,Janice Norton
2557b,AVSA
2552b,AVSA
2550b,Hortense Pittman
2541b,Northern CA Council
2539c,Northern CA Council
2539b,Kristina Schmid
2532c,Pat Addison
2532b,Neil Lipson
2525c,Barb Werness
2525b,Pat Addison
2522b,Iris Keating
2515b,AVSA
2513c,David Dick
2513b,June Fallaw
2509b,Daisha East
2507c,Deb Nitz
2507b,Joan Baker
2504b,Iris Keating
2500b,Frank Burton
24c,David Dick
24b,Marjorie Bullard
2496b,Wayne Discher
2492c,Ruth Coulson
2492b,Pam/Keith Kennedy
2491c,Ruth Coulson
2491b,Phyllis King
2489c,Linda Rowe
2489b,Pat Addison
2488b,Ruth Coulson
2487c,Ruth Coulson
2487b,Viv Kay
2484b,Ruth Coulson
2480c,Ruth Coulson
2480b,Karen Panek
247b,Carlynn Scott
2475c,Ruth Coulson
2475b,Viv Kay
2472b,Ruth Coulson
2471b,Ruth Coulson
246b,AVSA
2462b,Ruth Coulson
2461b,MiChelle Foster
245b,Barb Werness
2457c,Ruth Coulson
2457b,Marjorie Bullard
2455b,Ruth Coulson
2453b,Ruth Coulson
2451c,Ruth Coulson
2451b,Viv Kay
2448c,Fran Traylor
2448b,Janet Stromborg
2447b,Viv Kay
2445b,Ruth Coulson
2444b,Ruth Coulson
2443c,Ruth Coulson
2443b,Janet Stromborg
2438b,Ruth Coulson
2437b,Ruth Coulson
2436b,Ruth Coulson
2433b,Ruth Coulson
2432b,Ruth Coulson
242b,Iris Keating
2429b,Ruth Coulson
2427c,Ruth Coulson
2427b,AVS of Queensland
2423b,Ruth Coulson
2419b,Viv Kay
2417b,Ruth Coulson
2415b,Ruth Coulson
2413b,Ruth Coulson
2405b,Ruth Coulson
2404b,Ruth Coulson
239b,Barbara Elkin
2397c,Ruth Coulson
2397b,AVS of Queensland
2394b,Ruth Coulson
2391b,Ruth Coulson
2386b,Ruth Coulson
2384c,Ruth Coulson
2384b,Karen Panek
2382c,Ruth Coulson
2382b,Tammy Young
2380b,Ruth Coulson
2377c,Janet Stromborg
2377b,Janet Stromborg
2375b,Muriel Staley
2371c,Ruth Coulson
2371b,AVS of Queensland
2368b,AVS of Queensland
2364b,Ruth Coulson
2361b,Ruth Coulson
2360b,Ruth Coulson
2357b,Ruth Coulson
2352b,Ruth Coulson
2350b,Ruth Coulson
2348b,Ruth Coulson
2346b,Ruth Coulson
2342b,Ruth Coulson
2340b,Ruth Coulson
2339b,Ruth Coulson
2338b,Ruth Coulson
2332b,Ruth Coulson
2327b,Ruth Coulson
231c,Marjorie Bullard
231b,Sky Cockrum
2317b,Ruth Coulson
2311b,Tea Gallela
2310b,Ruth Coulson
2308b,Ruth Coulson
2304b,Marjorie Bullard
2301b,AVSA
22c,Donna Moses
22b,Violet Gallery
2298c,Linda Rowe
2298b,M. Gandolfo
2297b,Joyce Myers
2290b,Leary
2281b,Linda Rowe
2272b,Hortense Pittman
2266b,Barbara Elkin
2265b,Nancy Lawrence
2253c,Marjorie Bullard
2253b,Winston J Goretsky
2252b,AVSA
2241b,Kay Darrow
2240b,Marjorie Bullard
2239c,Linda Rowe
2239b,AVSA
2238b,Nancy Robitaille
2237c,Lenny Winter
2237b,Marjorie Bullard
2233b,Hiroko Endo
2230b,Anatoly Skryabin
222b,Marjorie Bullard
2227c,Rachel^s Reflections
2227b,AVSA
2226c,Hector Wong
2226b,Paul Sorano
2225c,Linda Rowe
2225b,Violet Gallery
2219c,Northern CA Council
2219b,Gary/Rhona Thurman
2216b,JoAnn Borden
2205c,Drew^s Violets
2205b,Pat Addison
2200c,Deb Nitz
2200b,Carol Vaughn
21b,Northern CA Council
219b,Barbara Elkin
2199c,Linda Rowe
2199b,Tea Gallela
2193c,Tina Drouin
2193b,Nancy Robitaille
2192c,Donna Slaga
2192b,Pat Addison
2187b,Burton
2186b,Iris Keating
2185c,Kay Mitchell
2185b,Violet Gallery
2184c,Linda Rowe
2184b,Gary/Rhona Thurman
2180c,Hattie Baggett
2180b,Phyllis King
217b,Northern CA Council
2178b,Karen Panek
2173b,Barb Pershing
2170c,Montreal Saintpaulia
2170b,Violet Gallery
2169b,Iris Keating
2165c,Drew^s Violets
2165b,Iris Keating
2164c,Bluebird Greenhouse
2164b,Julie Gordon
2163c,Daniela Sather
2163b,Julie Gordon
2162c,Donna Turner
2162b,Violets4You
2158c,Drew^s Violets
2158b,Marie Flotterud
2155b,Anneli Hvass
2154c,Joan Baker
2154b,Gary/Rhona Thurman
214c,Carol Rhodes
214b,Georgene Albrecht
2144c,Sady Garcia
2144b,Marjorie Bullard
2143b,Nancy Robitaille
213b,Iris Keating
2131b,Iris Keating
2129b,Northern CA Council
2128c,AVSA
2128b,Janet Stromborg
211b,June Fallaw
2117b,Robin J. Rayburn
2111c,Joan Baker
2111b,Jess Harman
210b,Hortense Pittman
2108b,Paul Sorano
2107b,Lynn Canning
2105c,Robert Albro
2105b,Paul Sorano
2103b,Fay Wagman
2102c,Linda Rowe
2102b,Violet Gallery
2100c,Linda Rowe
2100b,Christel Collier
2099b,Iris Keating
2097b,Lyons
2091b,Marigene Cole
208c,Deb Nitz
208b,Bob Lombard
2087b,Christel Collier
2086b,Janet Stromborg
207c,Marjorie Bullard
207b,Tammy Young
2076b,Anneli Hvass
2072c,Karen Panek
2072b,Anneli Hvass
2071c,Tea Gallela
2071b,EvaBritta Thorssell
206b,Hortense Pittman
2066b,Schroeder
205b,Hortense Pittman
2055c,Germain Raymond
2055b,Germain Raymond
2048b,Wayne Discher
2043c,Barbara Elkin
2043b,Karen Low
2042c,Magdalena Jarzembinska
2042b,Joan Baker
203c,Gennady Komkov
203b,Elenetta Marshall
2039c,Marjorie Bullard
2039b,Tea Gallela
2031b,Anatoly Skryabin
2030c,Fred C Hill
2030b,Marjorie Bullard
2028c,Northern CA Council
2028b,Bob Howard
2027c,Joyce Myers
2027b,Linda Rowe
2026c,Wayne Discher
2026b,Carlynn Scott
2023c,Robert Albro
2023b,Kay Mitchell
2020c,Sharon Stilson
2020b,Joan Baker
201b,Hortense Pittman
2017b,Kay Mitchell
2015c,Kay Mitchell
2015b,Pat Addison
2008c,Marjorie Bullard
2008b,Rachel^s Reflections
2006b,Janet Riemer
2004c,Karen Low
2004b,Denise Showalter
2001b,Marie Flotterud
2000b,Hattie Baggett
1997b,Barbara Elkin
1992c,Marilyn Greer
1992b,Pat Addison
1989b,Iris Keating
1986c,Joyce Myers
1986b,Janet Stromborg
1984b,Schroeder
197b,Linda Rowe
196b,Hortense Pittman
1966c,Viv Kay
1966b,Jean Andrews
195c,Rachel^s Reflections
195b,Gennady Komkov
1953c,Neil Lipson
1953b,David Dick
1952b,AVSA
1951b,Hiroko Endo
194b,Tina Drouin
1939b,Anna Lebedeva
1935b,Jim Boyer
1933c,Jana Bohunkov�
1933b,Daisha East
1932c,Julie Gordon
1932b,Robert Albro
1925c,Linda Rowe
1925b,Karen Low
1924b,AVS of Queensland
1920b,Barb Werness
191b,AVSA
1917b,Aleksey Kolodezhny
190c,Joyce Myers
190b,Elenetta Marshall
1909b,AVSA
1908b,Northern CA Council
189c,Anatoly Skryabin
189b,Kpurplerose
18940b,Adrienne Rieck
18939b,Sam Cunningham
18938b,Paul Sorano
18937b,Paul Sorano
18936b,Paul Sorano
18935b,Paul Sorano
18934b,Paul Sorano
18933b,Paul Sorano
18932b,Paul Sorano
18931b,Paul Sorano
18930b,Paul Sorano
18929b,Paul Sorano
18928b,Paul Sorano
18927b,Paul Sorano
18926b,Linda Abplanalp
18925b,Linda Abplanalp
18924b,Linda Abplanalp
18923b,Linda Abplanalp
18922b,Jared Manning
18921b,Jared Manning
18920b,Jared Manning
1891b,Sandra Leary
18919b,Sam Cunningham
18918b,Stanley Ko
18917b,Karin Dean Black
18916b,Phisit Chaipradermsak 
18915b,Phisit Chaipradermsak 
18914b,Belinda Thibodeaux
18913b,Belinda Thibodeaux
18912b,Belinda Thibodeaux
18911b,Jere Trigg
18910b,Jere Trigg
18909b,Jere Trigg
18908b,Jere Trigg
18907b,Jere Trigg
18906b,Jere Trigg
18905b,Jere Trigg
18904b,Jere Trigg
18903b,Jere Trigg
18902b,Jere Trigg
18901b,Joan Baker
18900b,Joan Baker
188b,Hortense Pittman
18899b,Joan Baker
18898b,Joan Baker
18897b,Joan Baker
18896b,Joan Baker
18895b,Joan Baker
18894b,Joan Baker
18893b,Joan Baker
18892b,Joan Baker
18891b,P. Tang
18890b,J. White
1888c,Pam/Keith Kennedy
1888b,Karen Panek
18889b,Patou Fuangaksorn
18888b,Patou Fuangaksorn
18887b,Irena Tosev
18886b,Wesley Carter
18885b,Wesley Carter
18884b,Wesley Carter
18883b,Wesley Carter
18882b,Wesley Carter
18881b,Steve Covolo
18880b,Beverley Donsworth
18879b,Michaela Krupova
18878b,Michaela Krupova
18877b,Michaela Krupova
18876b,Michaela Krupova
18875b,Michaela Krupova
18874b,Michaela Krupova
18873b,Michaela Krupova
18872b,Michaela Krupova
18871b,Li Huang
18870b,Li Huang
18869b,Erno Berk�
18868b,Erno Berk�
18867b,Erno Berk�
18866b,Erno Berk�
18865b,Erno Berk�
18864b,Erno Berk�
18863b,Erno Berk�
18862b,Erno Berk�
18861b,Wesley Carter
18860b,Wesley Carter
18859b,Wesley Carter
18858b,Karina Lacek
18857b,Kristie Moore
18856b,Kevin Degner
18855b,Kevin Degner
18854b,Kevin Degner
18853b,Linda Lloyd
18852b,Mel Grice
18851b,Dogan Uygun
18850b,Dogan Uygun
18849b,Dogan Uygun
18848b,Dogan Uygun
18847b,Dogan Uygun
18846b,Dogan Uygun
18845b,Dogan Uygun
18844b,Dogan Uygun
18843b,Dogan Uygun
18842b,Dogan Uygun
18841b,Dogan Uygun
18840b,Dogan Uygun
1883b,June Fallaw
18839b,Joan Baker
18838b,Joan Baker
18837b,Joan Baker
18836b,Joan Baker
18835b,Joan Baker
18834b,Joan Baker
18833b,Pat Hancock
18832b,Pat Hancock
18831b,Pat Hancock
18830b,Pat Hancock
18829b,Pat Hancock
18828b,Pat Hancock
18827b,Pat Hancock
18826b,Pat Hancock
18825b,Pat Hancock
18824b,Pat Hancock
18823b,Pat Hancock
18822b,Pat Hancock
18821b,Pat Hancock
18820b,Pat Hancock
1881b,Fredette
18819c,Valerie Despres
18819b,Valerie Despres
18818b,Stanley Ko
18817b,Stanley Ko
18816b,Stanley Ko
18815b,Stanley Ko
18814b,Stanley Ko
18813b,Stanley Ko
18812b,Sam Cunningham
18811b,Chung-tong Shek
18810b,Jim Boyer
18809b,Stanley Ko
18808b,Belinda Thibodeaux
18807b,Kathy Hajner
18806b,Kathy Hajner
18805b,Kathy Hajner
18804b,Naoto Kamihigashi
18803b,Lynn Canning
18802b,Hanna Didkovska
18801b,Marge Farrand
18800b,Hiroko Endo
18799b,Belinda Thibodeaux
18798b,Belinda Thibodeaux
18797b,Belinda Thibodeaux
18796b,Belinda Thibodeaux
18795b,Belinda Thibodeaux
18794b,Belinda Thibodeaux
18793b,Belinda Thibodeaux
18792b,Belinda Thibodeaux
18791b,Belinda Thibodeaux
18790b,Belinda Thibodeaux
18789c,Belinda Thibodeaux
18789b,Belinda Thibodeaux
18788b,Belinda Thibodeaux
18787b,Belinda Thibodeaux
18786b,Belinda Thibodeaux
18785b,Belinda Thibodeaux
18784b,Ken Muzalewski
18783b,Ken Muzalewski
18782b,Ken Muzalewski
18781b,Ken Muzalewski
18780b,Ken Muzalewski
18779b,Ken Muzalewski
18778b,Ken Muzalewski
18777b,Ken Muzalewski
18776b,Ken Muzalewski
18775b,Ken Muzalewski
18774b,Ken Muzalewski
18773b,Ken Muzalewski
18772b,Ken Muzalewski
18771b,Ken Muzalewski
18770b,Ken Muzalewski
1876b,Betty Terry
18769b,Ken Muzalewski
18768b,Ken Muzalewski
18767b,Ken Muzalewski
18766b,Ken Muzalewski
18765b,Ken Muzalewski
18764b,Ken Muzalewski
18763b,Ken Muzalewski
18762b,Ken Muzalewski
18761b,Ken Muzalewski
18760b,Ken Muzalewski
18759b,Ken Muzalewski
18758b,Ken Muzalewski
18757b,Ken Muzalewski
18756b,Ken Muzalewski
18755b,Ken Muzalewski
18754b,Marjorie Bullard
18753b,Marjorie Bullard
18752b,Marjorie Bullard
18751b,Marjorie Bullard
18750b,Marjorie Bullard
18749b,Paul Sorano
18748b,Paul Sorano
18747b,Paul Sorano
18746b,Paul Sorano
18745b,Paul Sorano
18744b,Paul Sorano
18743c,Marjorie Bullard
18743b,Paul Sorano
18742b,Paul Sorano
18741b,Paul Sorano
18740b,Paul Sorano
18739b,Paul Sorano
18738b,Paul Sorano
18737b,Paul Sorano
18736b,Paul Sorano
18735b,Paul Sorano
18734b,Paul Sorano
18733c,Marjorie Bullard
18733b,Paul Sorano
18732b,Joan Baker
18731b,Joan Baker
18730b,Vladimir Kalgin
18729b,Vladimir Kalgin
18728b,Vladimir Kalgin
18727b,Vladimir Kalgin
18726b,Vladimir Kalgin
18725b,Belinda Thibodeaux
18724b,Belinda Thibodeaux
18723b,Joan Baker
18722b,Vladimir Kalgin
18721b,Vladimir Kalgin
18720b,Vladimir Kalgin
18719b,Vladimir Kalgin
18718b,Vladimir Kalgin
18717b,Vladimir Kalgin
18716b,Vladimir Kalgin
18715b,Vladimir Kalgin
18714b,Vladimir Kalgin
18713b,Vladimir Kalgin
18712b,Vladimir Kalgin
18711b,Juliia Nachesova
18710b,Vladimir Kalgin
1870b,AVSA
18709b,Vladimir Kalgin
18708b,Vladimir Kalgin
18707b,Vladimir Kalgin
18706b,Vladimir Kalgin
18705b,Vladimir Kalgin
18704b,Natalya Bulko
18703b,Natalya Bulko
18702b,Natalya Bulko
18701b,Karyn Cichocki
18700b,Steve Covolo
18699c,Steve Covolo
18699b,Steve Covolo
18698b,Belinda Thibodeaux
18697b,Belinda Thibodeaux
18696b,Belinda Thibodeaux
18695b,Belinda Thibodeaux
18694b,David Dick
18693b,Dogan Uygun
18692b,Dogan Uygun
18691b,Dogan Uygun
18690b,Dogan Uygun
18689b,Dogan Uygun
18688b,Natalie Bulko
18687b,Natalie Bulko
18686b,Natalie Bulko
18685b,Gregory Ross
18684b,Gregory Ross
18683b,Gregory Ross
18682b,Jere Trigg
18681b,Marge Farrand
18680b,Alcie Maxwell
18679b,Kurt Jablonski
18678b,Kurt Jablonski
18677b,Kurt Jablonski
18676b,Kurt Jablonski
18675b,Natalya Bulko
18674b,Natalya Bulko
18673b,Natalya Bulko
18672b,Natalya Bulko
18671b,Natalya Bulko
18670b,Deb Nitz
18669b,Kathy Hajner
18668b,Kathy Hajner
18667b,Michaela Krupova
18666b,Dogan Uygun
18665b,Dogan Uygun
18664b,Dogan Uygun
18662b,Starz n Streps
18661b,Starz n Streps
18659b,Starz n Streps
18658b,Starz n Streps
18657b,Starz n Streps
18656b,Starz n Streps
18654b,Starz n Streps
18652b,Starz n Streps
18650b,Starz n Streps
18649b,Starz n Streps
18648b,Starz n Streps
18647b,Starz n Streps
18645b,Starz n Streps
18644b,Starz n Streps
18642b,Starz n Streps
18641b,Starz n Streps
18640b,Starz n Streps
1863c,Byron Borck
1863b,Pat Addison
18639c,Joan Baker
18639b,Starz n Streps
18637b,Starz n Streps
18636b,Starz n Streps
18635b,Starz n Streps
18634b,Starz n Streps
18631b,Starz n Streps
1862c,Belinda Thibodeaux
1862b,Robert Albro
18628b,Vicki Ferguson
18624b,Starz n Streps
18622b,Starz n Streps
18620b,Starz n Streps
18619b,Starz n Streps
18618b,Starz n Streps
18616b,Joan Baker
18615b,Starz n Streps
18614b,Starz n Streps
18613b,Starz n Streps
18611b,Starz n Streps
18610b,Starz n Streps
18607b,Starz n Streps
18604b,Starz n Streps
18603b,Starz n Streps
18602b,Joan Baker
18600b,Starz n Streps
185b,Hortense Pittman
18599b,Starz n Streps
18598b,Starz n Streps
18597b,Starz n Streps
18596b,Starz n Streps
18595b,Starz n Streps
18593b,Starz n Streps
18591b,Starz n Streps
18590b,Starz n Streps
18588b,Starz n Streps
18587b,Starz n Streps
18585b,Joan Baker
18583c,Starz n Streps
18583b,Starz n Streps
18582c,Joan Baker
18582b,Starz n Streps
18581b,Starz n Streps
18580b,Starz n Streps
18579b,Starz n Streps
18578b,Starz n Streps
18575b,Starz n Streps
18574b,Starz n Streps
18573b,Starz n Streps
18572b,Starz n Streps
18571b,Elena Korshunova
18570b,Elena Korshunova
1856b,Kolb Greenhouses
18569b,Elena Korshunova
18568b,Elena Korshunova
18567b,Elena Korshunova
18566b,Elena Korshunova
18565b,Starz n Streps
18564b,Elena Korshunova
18563b,Elena Korshunova
18562b,Elena Korshunova
18561b,Elena Korshunova
18560b,Starz n Streps
18559b,Starz n Streps
18558b,fialki.ucoz.ru
18557b,Starz n Streps
18556b,Starz n Streps
18555b,Starz n Streps
18554b,fialki.ucoz.ru
18553b,Starz n Streps
18552b,Starz n Streps
18550b,Starz n Streps
18549b,Starz n Streps
18548b,Starz n Streps
18547b,Joan Baker
18546b,Craig Coleman
18545b,Craig Coleman
18544b,Joan Baker
18543b,Joan Baker
18542c,Joan Baker
18542b,Joan Baker
18541b,Ralph Robinson
18540b,Ralph Robinson
1853b,AVSA
18539b,Ralph Robinson
18538b,Ralph Robinson
18537b,Mel Grice
18536b,Kurt Jablonski
18535c,Kurt Jablonski
18535b,Kurt Jablonski
18534b,Ken Muzalewski
18533b,Joan Baker
18532c,Joan Baker
18532b,Joan Baker
18531b,Joan Baker
18530b,Joan Baker
18529b,Joan Baker
18528b,Joan Baker
18527b,Leo Lee
18526c,Leo Lee
18526b,Leo Lee
18525b,Leo Lee
18524b,Leo Lee
18523b,Leo Lee
18522b,Optimara
18521b,Optimara
18520b,Optimara
18519b,Optimara
18518b,Optimara
18517b,Optimara
18516b,Optimara
18515b,Optimara
18514b,Optimara
18513b,Optimara
18512b,Optimara
18511b,Optimara
18510b,Optimara
1850b,Baker
18509b,Optimara
18508b,Optimara
18507b,Optimara
18506b,Optimara
18505b,Optimara
18504b,Optimara
18503b,Optimara
18502b,Optimara
18501b,Optimara
18500b,Optimara
18499b,Belinda Thibodeaux
18498b,Dogan Uygun
18495b,Lynn Canning
18494b,Mel Grice
18493c,Kurt Jablonski
18493b,Mel Grice
18492b,Mel Grice
18491b,Mel Grice
18490c,Joan Baker
18490b,Paul Sorano
1848c,Hattie Baggett
1848b,MiChelle Foster
18489b,Paul Sorano
18488b,Paul Sorano
18487b,Paul Sorano
18486c,Joan Baker
18486b,Paul Sorano
18485b,Paul Sorano
18484b,Paul Sorano
18483b,Paul Sorano
18482b,Paul Sorano
18481b,Paul Sorano
18480b,Paul Sorano
1847c,Linda Rowe
1847b,Marjorie Bullard
18479b,Paul Sorano
18478c,Marjorie Bullard
18478b,Paul Sorano
18477b,Paul Sorano
18476c,David Dick
18476b,Paul Sorano
18475b,Linda Abplanalp
18474b,Kathy Hajner
18473b,Kathy Hajner
18472b,Kathy Hajner
18471b,Olga Artyomova
18470b,Irina Shchedrina
18469b,Nataliia Skorniakova
18468b,Nataliia Skorniakova
18467b,Nataliia Skorniakova
18466b,Nataliia Skorniakova
18465b,Nataliia Skorniakova
18464b,Tatiana Pugacheva
18463b,Tatiana Pugacheva
18462b,Tatiana Pugacheva
18461b,Tatiana Pugacheva
18460b,Tatiana Pugacheva
18459c,Irina Shchedrina
18459b,Oriana Harrison
18458b,Belinda Thibodeaux
18457c,Belinda Thibodeaux
18457b,Belinda Thibodeaux
18456b,Belinda Thibodeaux
18455b,Belinda Thibodeaux
18454c,Belinda Thibodeaux
18454b,Belinda Thibodeaux
18453c,Marjorie Bullard
18453b,Joe Bruns
18452b,Belinda Thibodeaux
18451c,Belinda Thibodeaux
18451b,Belinda Thibodeaux
18450b,Belinda Thibodeaux
1844c,Linda Rowe
1844b,Janet Stromborg
18449c,Belinda Thibodeaux
18449b,Belinda Thibodeaux
18448b,Belinda Thibodeaux
18447b,Belinda Thibodeaux
18446c,Belinda Thibodeaux
18446b,Belinda Thibodeaux
18445b,Paul Sorano
18444b,Paul Sorano
18443b,Paul Sorano
18442b,Paul Sorano
18441b,Paul Sorano
18440b,Paul Sorano
1843b,Iris Keating
18439b,Paul Sorano
18438c,David Dick
18438b,Paul Sorano
18437b,Margaret Taylor
18436b,Margaret Taylor
18435b,Margaret Taylor
18434b,Phisit Chaipradermask
18433b,Phisit Chaipradermask
18432b,Shu-Hua Fu
18431b,Stanley Ko
18430b,Stanley Ko
18429b,Stanley Ko
18428b,Stanley Ko
18427b,Stanley Ko
18426b,Stanley Ko
18425b,Stanley Ko
18424b,Stanley Ko
18423b,Stanley Ko
18422b,Stanley Ko
18421b,Stanley Ko
18420b,Stanley Ko
1841c,Deb Nitz
1841b,Joe Bruns
18419b,Stanley Ko
18418c,Kevin Degner
18418b,Kevin Degner
18417b,Kevin Degner
18416b,Kevin Degner
18415b,Marge Farrand
18414b,Vivianne Hallett Kay
18411b,Pam Kennedy
18410b,Pam Kennedy
1840b,Jim Boyer
18409b,Pam Kennedy
18408b,Pam Kennedy
18407b,Margaret Taylor
18406b,Margaret Taylor
18405b,Margaret Taylor
18404b,Dennis Halton
18403b,Margaret Taylor
18402b,Kent Stork
18401b,Marge Farrand
18400b,Marge Farrand
183b,Hortense Pittman
18399b,Kent Stork
18398b,Kent Stork
18397b,Kent Stork
18394b,Kent Stork
18393b,Kent Stork
18392c,Marjorie Bullard
18392b,Kent Stork
18391c,Marjorie Bullard
18391b,Kent Stork
18390b,Kent Stork
18389b,Kent Stork
18388b,Kent Stork
18387b,Kent Stork
18386b,Kent Stork
18385c,Neil Lipson
18385b,Kathy Hajner
18384b,Kathy Hajner
18383c,Neil Lipson
18383b,Kathy Hajner
18382c,Neil Lipson
18382b,Kathy Hajner
18381c,Neil Lipson
18381b,Kathy Hajner
18380b,Kathy Hajner
18379b,Ronn Nadeau
18372c,David Dick
18372b,David Dick
18371b,Agnetha Widell
18370b,Joan Baker
1836b,Diane Best
18369b,Joan Baker
18368b,Agnetha Widell
18367b,Paul Sorano
18366c,David Dick
18366b,Paul Sorano
18365b,Paul Sorano
18364b,Paul Sorano
18363c,Marjorie Bullard
18363b,Paul Sorano
18362b,Paul Sorano
18361b,Paul Sorano
18360b,Paul Sorano
18359c,David Dick
18359b,Paul Sorano
18358c,Joan Baker
18358b,Paul Sorano
18357b,Paul Sorano
18356b,Paul Sorano
18355c,Cindy Schott
18355b,Paul Sorano
18354b,Paul Sorano
18353c,Joan Baker
18353b,Paul Sorano
18352c,Joan Baker
18352b,Paul Sorano
18350b,Paul Sorano
18349c,Joan Baker
18349b,Paul Sorano
18348c,David Dick
18348b,Paul Sorano
18347b,Ralph Robinson
18346b,Ralph Robinson
18345b,Ralph Robinson
18344b,Ralph Robinson
18343c,Linda Bridges
18343b,Ralph Robinson
18342b,Ralph Robinson
18341b,Ralph Robinson
18340b,Ralph Robinson
18339b,Ralph Robinson
182c,Fran Traylor
182b,Violet Gallery
1829c,Ray Lavallee
1829b,Belinda Thibodeaux
1828b,Barbara Elkin
18273b,Michiya Akuzawa
1825c,Madeleine Gagnon
1825b,Kevin McCarthy
181c,Hortense Pittman
181b,Christel Collier
1817b,Iris Keating
18165c,Michael Minzey
18165b,Michael Minzey
18164b,Margaret Taylor
18163c,Belinda Thibodeaux
18163b,Belinda Thibodeaux
18162b,Belinda Thibodeaux
18161b,Don Landek
18160b,Chien-Liang Hsieh 
18159b,Chien-Liang Hsieh 
18158b,Chien-Liang Hsieh 
18157b,Chien-Liang Hsieh 
18156b,Barb Werness
18155b,Janet Stromborg
18154b,Kurt Jablonski
18153b,Cheryl Ann Major
18152b,Kathy Hajner
18151c,Kathy Hajner
18151b,Kathy Hajner
18150b,Kathy Hajner
18149c,Kathy Hajner
18149b,Kathy Hajner
18148c,David Dick
18148b,Janet Stromborg
18147b,Belinda Thibodeaux
18146b,Belinda Thibodeaux
18145b,Dmitry Ozherelyev
18144b,Dmitry Ozherelyev
18143b,Dmitry Ozherelyev
18142b,Dmitry Ozherelyev
18141b,Dmitry Ozherelyev
18140b,Dmitry Ozherelyev
18139b,Dmitry Ozherelyev
18138b,Dmitry Ozherelyev
18137b,Dmitry Ozherelyev
18136c,Dmitry Ozherelyev
18136b,Dmitry Ozherelyev
18135b,Dmitry Ozherelyev
18134b,Dmitry Ozherelyev
18133b,Stanley Ko
18132b,Stanley Ko
18131b,Stanley Ko
18130b,Stanley Ko
1812c,Kay Mitchell
1812b,Janet Stromborg
18129b,Stanley Ko
18128b,Stanley Ko
18127b,Stanley Ko
18126b,Stanley Ko
18125b,Stanley Ko
18124b,Dogan Uygun
18123b,Belinda Thibodeaux
18122b,Belinda Thibodeaux
18121b,Belinda Thibodeaux
18120b,Michiya Akuzawa
18119b,Hiroko Endo
18118c,Janet Stromborg
18118b,Janet Stromborg
18117b,Janet Stromborg
18116c,Janet Stromborg
18116b,Janet Stromborg
18115b,Janet Stromborg
18114b,Janet Stromborg
18113b,Ralph Robinson
18112c,David Dick
18112b,David Dick
18111b,Lynn Canning
18110b,Alcie Maxwell
18109c,Alcie Maxwell
18109b,Alcie Maxwell
18108b,Phisit Chaipradermsak 
18107b,Phisit Chaipradermsak 
18106c,Joan Baker
18106b,Paul Sorano
18105c,Joan Baker
18105b,Paul Sorano
18104b,Paul Sorano
18103b,Paul Sorano
18102c,Joan Baker
18102b,Paul Sorano
18101c,Joan Baker
18101b,Paul Sorano
18100b,Paul Sorano
180c,Joan Baker
180b,Janice Norton
18099b,Paul Sorano
18098b,Kurt Jablonski
18097c,Marjorie Bullard
18097b,Belinda Thibodeaux
18096c,Alcie Maxwell
18096b,Alcie Maxwell
18095c,Alcie Maxwell
18095b,Alcie Maxwell
18094c,Alcie Maxwell
18094b,Alcie Maxwell
18093c,Joan Baker
18093b,Joan Baker
18092c,Joan Baker
18092b,Joan Baker
18091b,Bob Kurzynski
18090b,Bob Kurzynski
18089c,Belinda Thibodeaux
18089b,Belinda Thibodeaux
18088b,Belinda Thibodeaux
18087b,Belinda Thibodeaux
1801b,Viv Kay
1798c,Marjorie Bullard
1798b,Ed Johnson
1796c,Neil Lipson
1796b,Kay Mitchell
1795c,Northern CA Council
1795b,Northern CA Council
1794b,Northern CA Council
17929b,Burton
1790b,Northern CA Council
17874b,Michiya Akuzawa
17873b,Margaret Taylor
17872c,Neil Lipson
17872b,Marjorie Bullard
17871b,Marjorie Bullard
17870b,Marjorie Bullard
1786b,Denise Showalter
17869b,Marjorie Bullard
17868c,Marjorie Bullard
17868b,Marjorie Bullard
17867b,John Regan
17866b,Marjorie Bullard
17865b,Marjorie Bullard
17864b,Marjorie Bullard
17863c,Joe Bruns
17863b,Marjorie Bullard
17862b,Marjorie Bullard
17861b,Marjorie Bullard
17860b,Donna Brining
17859b,Donna Brining
17858b,Donna Brining
17857b,Donna Brining
17856b,Donna Brining
17855b,Donna Brining
1782c,Stanley Ko
1782b,Leo Lee
177c,Tea Gallela
177b,Hortense Pittman
17797b,David Dick
1774c,Phyllis King
1774b,Christel Collier
1772c,Denise Showalter
1772b,Christel Collier
1767b,Gary/Rhona Thurman
1764c,Marie Flotterud
1764b,AVSA
1763b,Frank Burton
17639b,Margaret Taylor
17638b,Pam/Keith Kennedy
17637b,Pam/Keith Kennedy
17636b,Pam/Keith Kennedy
